Klay Thompson,0.214285714286,0.975954738331,0.684523809524,0.355532654901,2015-2016,GSW,73,SG,25,80,80,2666,651,1386,0.47,276,650,0.425,375,736,0.51,0.569,193,221,0.873,35,271,306,166,60,49,138,152,1771,
Marcin Gortat,-1,0.557688421903,-1,0.888831637254,2015-2016,WAS,41,C,31,75,74,2256,433,764,0.567,0,1,0,433,763,0.567,0.567,146,207,0.705,222,519,741,106,47,96,121,193,1012,
Mason Plumlee,-1,0.731966053748,-1,0.777727682597,2015-2016,POR,44,C,25,82,82,2084,267,517,0.516,0,4,0,267,513,0.52,0.516,215,335,0.642,201,427,628,226,68,85,154,253,749,
Nicolas Batum,2.1,-1,0.479166666667,0.248872858431,2015-2016,CHO,48,SF,27,70,70,2448,372,873,0.426,139,399,0.348,233,474,0.492,0.506,163,192,0.849,55,373,428,403,65,43,205,114,1046,
Spencer Hawes,1.5,0.975954738331,-1,-1,2015-2016,CHO,48,PF,27,57,6,1035,124,306,0.405,38,102,0.373,86,204,0.422,0.467,54,65,0.831,51,193,244,109,22,27,58,111,340,
Stephen Curry,0.658536585366,0.38086038569,0.233739837398,0.667707668961,2015-2016,GSW,73,PG,27,79,79,2700,805,1598,0.504,402,886,0.454,403,712,0.566,0.63,363,400,0.908,68,362,430,527,169,15,262,161,2375,
Terrence Ross,-1,-1,-1,1.24436429216,2015-2016,TOR,56,SF,24,73,7,1747,270,626,0.431,131,339,0.386,139,287,0.484,0.536,49,62,0.79,21,164,185,56,54,25,46,120,720,
Tobias Harris,-1,-1,-1,1.24436429216,2015-2016,ORL,35,PF,23,49,49,1610,251,541,0.464,47,151,0.311,204,390,0.523,0.507,120,153,0.784,72,271,343,99,47,28,78,91,669,
Toney Douglas,-1,0.975954738331,-1,0.622182146078,2015-2016,NOP,30,PG,29,61,18,1262,183,445,0.411,81,203,0.399,102,242,0.421,0.502,84,99,0.848,25,118,143,157,70,5,64,131,531,
Trevor Booker,-1,-1,-1,1.24436429216,2015-2016,UTA,40,PF,28,79,2,1632,190,388,0.49,12,41,0.293,178,347,0.513,0.505,71,106,0.67,166,286,452,84,59,41,81,169,463,
Zach Randolph,0.5,0.487977369165,0.399305555556,0.622182146078,2015-2016,MEM,42,PF,34,68,53,2016,431,907,0.475,6,26,0.231,425,881,0.482,0.479,172,216,0.796,179,350,529,142,43,13,105,146,1040,
Andre Drummond,0.75,0.162659123055,0.798611111111,0.622182146078,2015-2016,DET,44,C,22,81,81,2665,552,1060,0.521,2,6,0.333,550,1054,0.522,0.522,208,586,0.355,395,803,1198,67,119,112,155,245,1314,
Andre Iguodala,1.90909090909,0.17744631606,0.653409090909,0.169686039839,2015-2016,GSW,73,SF,32,65,1,1732,176,368,0.478,54,154,0.351,122,214,0.57,0.552,51,83,0.614,52,211,263,219,73,19,79,102,457,
Andrew Wiggins,0.642857142857,0.557688421903,1.36904761905,0.266649491176,2015-2016,MIN,29,SF,20,81,81,2845,594,1294,0.459,57,190,0.3,537,1104,0.486,0.481,430,565,0.761,107,186,293,164,78,46,182,165,1675,
Damian Lillard,0.857142857143,0.278844210952,1.36904761905,0.355532654901,2015-2016,POR,44,PG,25,75,75,2676,618,1474,0.419,229,610,0.375,389,864,0.45,0.497,414,464,0.892,45,257,302,512,65,28,242,165,1879,
Darrell Arthur,0.75,0.975954738331,-1,0.311091073039,2015-2016,DEN,33,PF,27,70,16,1516,221,489,0.452,45,117,0.385,176,372,0.473,0.498,40,53,0.755,86,207,293,96,53,48,66,185,527,
DeAndre Jordan,-1,-1,-1,1.24436429216,2015-2016,LAC,53,C,27,77,77,2598,357,508,0.703,0,1,0,357,507,0.704,0.703,266,619,0.43,267,792,1059,90,51,177,107,207,980,
Deron Williams,0.15,0.292786421499,0.479166666667,0.871055004509,2015-2016,DAL,42,PG,31,65,63,2106,321,775,0.414,97,282,0.344,224,493,0.454,0.477,179,206,0.869,19,171,190,378,61,14,150,155,918,
Derrick Favors,2.33333333333,0.43375766148,-1,-1,2015-2016,UTA,40,PF,24,62,59,1983,418,811,0.515,0,4,0,418,807,0.518,0.515,180,254,0.709,169,334,503,94,74,91,104,150,1016,
Doug McDermott,0.6,-1,0.958333333333,0.746618575293,2015-2016,CHI,42,SF,24,81,4,1861,291,644,0.452,110,259,0.425,181,385,0.47,0.537,72,84,0.857,37,158,195,59,14,6,53,127,764,
Draymond Green,-1,1.13861386139,0.798611111111,0.311091073039,2015-2016,GSW,73,PF,25,81,81,2808,401,819,0.49,100,258,0.388,301,561,0.537,0.551,229,329,0.696,134,635,769,598,120,113,259,240,1131,
Garrett Temple,-1,0.975954738331,-1,0.622182146078,2015-2016,WAS,41,SF,29,80,43,1951,201,505,0.398,89,258,0.345,112,247,0.453,0.486,91,125,0.728,36,176,212,140,69,18,64,195,582,
Gordon Hayward,0.272727272727,0.709785264241,0.435606060606,0.565620132798,2015-2016,UTA,40,SF,25,80,80,2893,521,1202,0.433,143,410,0.349,378,792,0.477,0.493,393,477,0.824,61,336,397,296,95,27,202,183,1578,
JaMychal Green,1.0,-1,-1,0.82957619477,2015-2016,MEM,42,PF,25,78,15,1446,230,495,0.465,15,45,0.333,215,450,0.478,0.48,103,137,0.752,139,234,373,67,46,33,83,189,578,
Jamal Crawford,-1,-1,1.91666666667,0.746618575293,2015-2016,LAC,53,SG,35,79,5,2126,379,939,0.404,117,344,0.34,262,595,0.44,0.466,245,271,0.904,20,125,145,183,52,12,113,122,1120,
